"GEO_ID","NAME","B01003_001E","B01003_001M","B01003_001MA","B01003_001EA",
"0500000US39119","Muskingum County, Ohio","86215","*****","*****","null",
"0500000US39133","Portage County, Ohio","162466","*****","*****","null",
"0500000US39139","Richland County, Ohio","121154","*****","*****","null",
"0500000US39141","Ross County, Ohio","76666","*****","*****","null",
"0500000US39145","Scioto County, Ohio","75314","*****","*****","null",
"0500000US39151","Stark County, Ohio","370606","*****","*****","null",
"0500000US39153","Summit County, Ohio","541013","*****","*****","null",
"0500000US39155","Trumbull County, Ohio","197974","*****","*****","null",
"0500000US39157","Tuscarawas County, Ohio","91987","*****","*****","null",
"0500000US39165","Warren County, Ohio","234602","*****","*****","null",
"0500000US39169","Wayne County, Ohio","115710","*****","*****","null",
"0500000US39173","Wood County, Ohio","130817","*****","*****","null",
"0500000US40017","Canadian County, Oklahoma","148306","*****","*****","null",
"0500000US40027","Cleveland County, Oklahoma","284014","*****","*****","null",
"0500000US40031","Comanche County, Oklahoma","120749","*****","*****","null",
"0500000US40037","Creek County, Oklahoma","71522","*****","*****","null",
"0500000US40101","Muskogee County, Oklahoma","67997","*****","*****","null",
"0500000US40109","Oklahoma County, Oklahoma","797434","*****","*****","null",
"0500000US40119","Payne County, Oklahoma","81784","*****","*****","null",
"0500000US40125","Pottawatomie County, Oklahoma","72592","*****","*****","null",
"0500000US40131","Rogers County, Oklahoma","92459","*****","*****","null",
"0500000US40143","Tulsa County, Oklahoma","651552","*****","*****","null",
"0500000US40145","Wagoner County, Oklahoma","81289","*****","*****","null",
"0500000US41003","Benton County, Oregon","93053","*****","*****","null",
"0500000US41005","Clackamas County, Oregon","418187","*****","*****","null",
"0500000US41017","Deschutes County, Oregon","197692","*****","*****","null",
"0500000US41019","Douglas County, Oregon","110980","*****","*****","null",
"0500000US41029","Jackson County, Oregon","220944","*****","*****","null",
"0500000US41033","Josephine County, Oregon","87487","*****","*****","null",
"0500000US41035","Klamath County, Oregon","68238","*****","*****","null",
"0500000US41039","Lane County, Oregon","382067","*****","*****","null",
"0500000US41043","Linn County, Oregon","129749","*****","*****","null",
"0500000US41047","Marion County, Oregon","347818","*****","*****","null",
"0500000US41051","Multnomah County, Oregon","812855","*****","*****","null",
"0500000US41053","Polk County, Oregon","86085","*****","*****","null",
"0500000US41059","Umatilla County, Oregon","77950","*****","*****","null",
"0500000US41067","Washington County, Oregon","601592","*****","*****","null",
"0500000US41071","Yamhill County, Oregon","107100","*****","*****","null",
"0500000US42001","Adams County, Pennsylvania","103009","*****","*****","null",
"0500000US42003","Allegheny County, Pennsylvania","1216045","*****","*****","null",
"0500000US42005","Armstrong County, Pennsylvania","64735","*****","*****","null",
"0500000US42007","Beaver County, Pennsylvania","163929","*****","*****","null",
"0500000US42011","Berks County, Pennsylvania","421164","*****","*****","null",
"0500000US42013","Blair County, Pennsylvania","121829","*****","*****","null",
"0500000US42017","Bucks County, Pennsylvania","628270","*****","*****","null",
"0500000US42019","Butler County, Pennsylvania","187853","*****","*****","null",
"0500000US42021","Cambria County, Pennsylvania","130192","*****","*****","null",
"0500000US42025","Carbon County, Pennsylvania","64182","*****","*****","null",
"0500000US42027","Centre County, Pennsylvania","162385","*****","*****","null",
"0500000US42029","Chester County, Pennsylvania","524989","*****","*****","null",
"0500000US42033","Clearfield County, Pennsylvania","79255","*****","*****","null",
"0500000US42037","Columbia County, Pennsylvania","64964","*****","*****","null",
"0500000US42039","Crawford County, Pennsylvania","84629","*****","*****","null",
"0500000US42041","Cumberland County, Pennsylvania","253370","*****","*****","null",
"0500000US42043","Dauphin County, Pennsylvania","278299","*****","*****","null",
"0500000US42045","Delaware County, Pennsylvania","566747","*****","*****","null",
"0500000US42049","Erie County, Pennsylvania","269728","*****","*****","null",
"0500000US42051","Fayette County, Pennsylvania","129274","*****","*****","null",
"0500000US42055","Franklin County, Pennsylvania","155027","*****","*****","null",
"0500000US42063","Indiana County, Pennsylvania","84073","*****","*****","null",
"0500000US42069","Lackawanna County, Pennsylvania","209674","*****","*****","null",
"0500000US42071","Lancaster County, Pennsylvania","545724","*****","*****","null",
"0500000US42073","Lawrence County, Pennsylvania","85512","*****","*****","null",
"0500000US42075","Lebanon County, Pennsylvania","141793","*****","*****","null",
"0500000US42077","Lehigh County, Pennsylvania","369318","*****","*****","null",
"0500000US42079","Luzerne County, Pennsylvania","317417","*****","*****","null",
"0500000US42081","Lycoming County, Pennsylvania","113299","*****","*****","null",
"0500000US42085","Mercer County, Pennsylvania","109424","*****","*****","null",
"0500000US42089","Monroe County, Pennsylvania","170271","*****","*****","null",
"0500000US42091","Montgomery County, Pennsylvania","830915","*****","*****","null",
"0500000US42095","Northampton County, Pennsylvania","305285","*****","*****","null",
"0500000US42097","Northumberland County, Pennsylvania","90843","*****","*****","null",
"0500000US42101","Philadelphia County, Pennsylvania","1584064","*****","*****","null",
"0500000US42107","Schuylkill County, Pennsylvania","141359","*****","*****","null",
"0500000US42111","Somerset County, Pennsylvania","73447","*****","*****","null",
"0500000US42125","Washington County, Pennsylvania","206865","*****","*****","null",
"0500000US42129","Westmoreland County, Pennsylvania","348899","*****","*****","null",
"0500000US42133","York County, Pennsylvania","449058","*****","*****","null",
"0500000US44003","Kent County, Rhode Island","164292","*****","*****","null",
"0500000US44005","Newport County, Rhode Island","82082","*****","*****","null",
"0500000US44007","Providence County, Rhode Island","638931","*****","*****","null",
"0500000US44009","Washington County, Rhode Island","125577","*****","*****","null",
"0500000US45003","Aiken County, South Carolina","170872","*****","*****","null",
"0500000US45007","Anderson County, South Carolina","202558","*****","*****","null",
"0500000US45013","Beaufort County, South Carolina","192122","*****","*****","null",
"0500000US45015","Berkeley County, South Carolina","227907","*****","*****","null",
"0500000US45019","Charleston County, South Carolina","411406","*****","*****","null",
"0500000US45031","Darlington County, South Carolina","66618","*****","*****","null",
"0500000US45035","Dorchester County, South Carolina","162809","*****","*****","null",
"0500000US45041","Florence County, South Carolina","138293","*****","*****","null",
"0500000US45045","Greenville County, South Carolina","523542","*****","*****","null",
"0500000US45047","Greenwood County, South Carolina","70811","*****","*****","null",
"0500000US45051","Horry County, South Carolina","354081","*****","*****","null",
"0500000US45055","Kershaw County, South Carolina","66551","*****","*****","null",
"0500000US45057","Lancaster County, South Carolina","98012","*****","*****","null",
"0500000US45059","Laurens County, South Carolina","67493","*****","*****","null",
"0500000US45063","Lexington County, South Carolina","298750","*****","*****","null",
"0500000US45073","Oconee County, South Carolina","79546","*****","*****","null",
"0500000US45075","Orangeburg County, South Carolina","86175","*****","*****","null",
"0500000US45077","Pickens County, South Carolina","126884","*****","*****","null",
"0500000US45079","Richland County, South Carolina","415759","*****","*****","null",
"0500000US45083","Spartanburg County, South Carolina","319785","*****","*****","null",
"0500000US45085","Sumter County, South Carolina","106721","*****","*****","null",
"0500000US45091","York County, South Carolina","280979","*****","*****","null",
"0500000US46099","Minnehaha County, South Dakota","193134","*****","*****","null",
"0500000US46103","Pennington County, South Dakota","113775","*****","*****","null",
"0500000US47001","Anderson County, Tennessee","76978","*****","*****","null",
"0500000US47009","Blount County, Tennessee","133088","*****","*****","null",
"0500000US47011","Bradley County, Tennessee","108110","*****","*****","null",
"0500000US47037","Davidson County, Tennessee","694144","*****","*****","null",
"0500000US47059","Greene County, Tennessee","69069","*****","*****","null",
"0500000US47065","Hamilton County, Tennessee","367804","*****","*****","null",
"0500000US47093","Knox County, Tennessee","470313","*****","*****","null",
"0500000US47113","Madison County, Tennessee","97984","*****","*****","null",
"0500000US47119","Maury County, Tennessee","96387","*****","*****","null",
"0500000US47125","Montgomery County, Tennessee","208993","*****","*****","null",
"0500000US47141","Putnam County, Tennessee","80245","*****","*****","null",
"0500000US47147","Robertson County, Tennessee","71813","*****","*****","null",
"0500000US47149","Rutherford County, Tennessee","332285","*****","*****","null",
"0500000US47155","Sevier County, Tennessee","98250","*****","*****","null",
"0500000US47157","Shelby County, Tennessee","937166","*****","*****","null",
"0500000US47163","Sullivan County, Tennessee","158348","*****","*****","null",
"0500000US47165","Sumner County, Tennessee","191283","*****","*****","null",
"0500000US47179","Washington County, Tennessee","129375","*****","*****","null",
"0500000US47187","Williamson County, Tennessee","238412","*****","*****","null",
"0500000US47189","Wilson County, Tennessee","144657","*****","*****","null",
"0500000US48005","Angelina County, Texas","86715","*****","*****","null",
"0500000US48021","Bastrop County, Texas","88723","*****","*****","null",
"0500000US48027","Bell County, Texas","362924","*****","*****","null",
"0500000US48029","Bexar County, Texas","2003554","*****","*****","null",
"0500000US48037","Bowie County, Texas","93245","*****","*****","null",
"0500000US48039","Brazoria County, Texas","374264","*****","*****","null",
"0500000US48041","Brazos County, Texas","229211","*****","*****","null",
"0500000US48061","Cameron County, Texas","423163","*****","*****","null",
"0500000US48085","Collin County, Texas","1034730","*****","*****","null",
"0500000US48091","Comal County, Texas","156209","*****","*****","null",
"0500000US48099","Coryell County, Texas","75951","*****","*****","null",
"0500000US48113","Dallas County, Texas","2635516","*****","*****","null",
"0500000US48121","Denton County, Texas","887207","*****","*****","null",
"0500000US48135","Ector County, Texas","166223","*****","*****","null",
"0500000US48139","Ellis County, Texas","184826","*****","*****","null",
"0500000US48141","El Paso County, Texas","839238","*****","*****","null",
"0500000US48157","Fort Bend County, Texas","811688","*****","*****","null",
"0500000US48167","Galveston County, Texas","342139","*****","*****","null",
"0500000US48181","Grayson County, Texas","136212","*****","*****","null",
"0500000US48183","Gregg County, Texas","123945","*****","*****","null",
"0500000US48187","Guadalupe County, Texas","166847","*****","*****","null",
"0500000US48201","Harris County, Texas","4713325","*****","*****","null",
"0500000US48203","Harrison County, Texas","66553","*****","*****","null",
"0500000US48209","Hays County, Texas","230191","*****","*****","null",
"0500000US48213","Henderson County, Texas","82737","*****","*****","null",
"0500000US48215","Hidalgo County, Texas","868707","*****","*****","null",
"0500000US48231","Hunt County, Texas","98594","*****","*****","null",
"0500000US48245","Jefferson County, Texas","251565","*****","*****","null",
"0500000US48251","Johnson County, Texas","175817","*****","*****","null",
"0500000US48257","Kaufman County, Texas","136154","*****","*****","null",
"0500000US48291","Liberty County, Texas","88219","*****","*****","null",
"0500000US48303","Lubbock County, Texas","310569","*****","*****","null",
"0500000US48309","McLennan County, Texas","256623","*****","*****","null",
"0500000US48329","Midland County, Texas","176832","*****","*****","null",
"0500000US48339","Montgomery County, Texas","607391","*****","*****","null",
"0500000US48347","Nacogdoches County, Texas","65204","*****","*****","null",
"0500000US48355","Nueces County, Texas","362294","*****","*****","null",
"0500000US48361","Orange County, Texas","83396","*****","*****","null",
"0500000US48367","Parker County, Texas","142878","*****","*****","null",
"0500000US48375","Potter County, Texas","117415","*****","*****","null",
"0500000US48381","Randall County, Texas","137713","*****","*****","null",
"0500000US48397","Rockwall County, Texas","104915","*****","*****","null",
"0500000US48409","San Patricio County, Texas","66730","*****","*****","null",
"0500000US48423","Smith County, Texas","232751","*****","*****","null",
"0500000US48439","Tarrant County, Texas","2102515","*****","*****","null",
"0500000US48441","Taylor County, Texas","138034","*****","*****","null",
"0500000US48451","Tom Green County, Texas","119200","*****","*****","null",
"0500000US48453","Travis County, Texas","1273954","*****","*****","null",
"0500000US48469","Victoria County, Texas","92084","*****","*****","null",
"0500000US48471","Walker County, Texas","72971","*****","*****","null",
"0500000US48479","Webb County, Texas","276652","*****","*****","null",
"0500000US48485","Wichita County, Texas","132230","*****","*****","null",
"0500000US48491","Williamson County, Texas","590551","*****","*****","null",
"0500000US48497","Wise County, Texas","69984","*****","*****","null",
"0500000US49005","Cache County, Utah","128289","*****","*****","null",
"0500000US49011","Davis County, Utah","355481","*****","*****","null",
"0500000US49035","Salt Lake County, Utah","1160437","*****","*****","null",
"0500000US49045","Tooele County, Utah","72259","*****","*****","null",
"0500000US49049","Utah County, Utah","636235","*****","*****","null",
"0500000US49053","Washington County, Utah","177556","*****","*****","null",
"0500000US49057","Weber County, Utah","260213","*****","*****","null",
"0500000US50007","Chittenden County, Vermont","163774","*****","*****","null",
"0500000US51003","Albemarle County, Virginia","109330","*****","*****","null",
"0500000US51013","Arlington County, Virginia","236842","*****","*****","null",
"0500000US51015","Augusta County, Virginia","75558","*****","*****","null",
"0500000US51019","Bedford County, Virginia","78997","*****","*****","null",
"0500000US51041","Chesterfield County, Virginia","352802","*****","*****","null",
"0500000US51059","Fairfax County, Virginia","1147532","*****","*****","null",
"0500000US51061","Fauquier County, Virginia","71222","*****","*****","null",
"0500000US51069","Frederick County, Virginia","89313","*****","*****","null",
"0500000US51085","Hanover County, Virginia","107766","*****","*****","null",
"0500000US51087","Henrico County, Virginia","330818","*****","*****","null",
"0500000US51095","James City County, Virginia","76523","*****","*****","null",
"0500000US51107","Loudoun County, Virginia","413538","*****","*****","null",
"0500000US51121","Montgomery County, Virginia","98535","*****","*****","null",
"0500000US51153","Prince William County, Virginia","470335","*****","*****","null",
"0500000US51161","Roanoke County, Virginia","94186","*****","*****","null",
"0500000US51165","Rockingham County, Virginia","81948","*****","*****","null",
"0500000US51177","Spotsylvania County, Virginia","136215","*****","*****","null",
"0500000US51179","Stafford County, Virginia","152882","*****","*****","null",
"0500000US51199","York County, Virginia","68280","*****","*****","null",
"0500000US51510","Alexandria city, Virginia","159428","*****","*****","null",
"0500000US51550","Chesapeake city, Virginia","244835","*****","*****","null",
"0500000US51650","Hampton city, Virginia","134510","*****","*****","null",
"0500000US51680","Lynchburg city, Virginia","82168","*****","*****","null",
"0500000US51700","Newport News city, Virginia","179225","*****","*****","null",
"0500000US51710","Norfolk city, Virginia","242742","*****","*****","null",
"0500000US51740","Portsmouth city, Virginia","94398","*****","*****","null",
"0500000US51760","Richmond city, Virginia","230436","*****","*****","null",
"0500000US51770","Roanoke city, Virginia","99143","*****","*****","null",
"0500000US51800","Suffolk city, Virginia","92108","*****","*****","null",
"0500000US51810","Virginia Beach city, Virginia","449974","*****","*****","null",
"0500000US53005","Benton County, Washington","204390","*****","*****","null",
"0500000US53007","Chelan County, Washington","77200","*****","*****","null",
"0500000US53009","Clallam County, Washington","77331","*****","*****","null",
"0500000US53011","Clark County, Washington","488241","*****","*****","null",
"0500000US53015","Cowlitz County, Washington","110593","*****","*****","null",
"0500000US53021","Franklin County, Washington","95222","*****","*****","null",
"0500000US53025","Grant County, Washington","97733","*****","*****","null",
"0500000US53027","Grays Harbor County, Washington","75061","*****","*****","null",
"0500000US53029","Island County, Washington","85141","*****","*****","null",
"0500000US53033","King County, Washington","2252782","*****","*****","null",
"0500000US53035","Kitsap County, Washington","271473","*****","*****","null",
"0500000US53041","Lewis County, Washington","80707","*****","*****","null",
"0500000US53045","Mason County, Washington","66768","*****","*****","null",
"0500000US53053","Pierce County, Washington","904980","*****","*****","null",
"0500000US53057","Skagit County, Washington","129205","*****","*****","null",
"0500000US53061","Snohomish County, Washington","822083","*****","*****","null",
"0500000US53063","Spokane County, Washington","522798","*****","*****","null",
"0500000US53067","Thurston County, Washington","290536","*****","*****","null",
"0500000US53073","Whatcom County, Washington","229247","*****","*****","null",
"0500000US53077","Yakima County, Washington","250873","*****","*****","null",
"0500000US54003","Berkeley County, West Virginia","119171","*****","*****","null",
"0500000US54011","Cabell County, West Virginia","91945","*****","*****","null",
"0500000US54033","Harrison County, West Virginia","67256","*****","*****","null",
"0500000US54039","Kanawha County, West Virginia","178124","*****","*****","null",
"0500000US54061","Monongalia County, West Virginia","105612","*****","*****","null",
"0500000US54081","Raleigh County, West Virginia","73361","*****","*****","null",
"0500000US54107","Wood County, West Virginia","83518","*****","*****","null",
"0500000US55009","Brown County, Wisconsin","264542","*****","*****","null",
"0500000US55025","Dane County, Wisconsin","546695","*****","*****","null",
"0500000US55027","Dodge County, Wisconsin","87839","*****","*****","null",
"0500000US55035","Eau Claire County, Wisconsin","104646","*****","*****","null",
"0500000US55039","Fond du Lac County, Wisconsin","103403","*****","*****","null",
"0500000US55055","Jefferson County, Wisconsin","84769","*****","*****","null",
"0500000US55059","Kenosha County, Wisconsin","169561","*****","*****","null",
"0500000US55063","La Crosse County, Wisconsin","118016","*****","*****","null",
"0500000US55071","Manitowoc County, Wisconsin","78981","*****","*****","null",
"0500000US55073","Marathon County, Wisconsin","135692","*****","*****","null",
"0500000US55079","Milwaukee County, Wisconsin","945726","*****","*****","null",
"0500000US55087","Outagamie County, Wisconsin","187885","*****","*****","null",
"0500000US55089","Ozaukee County, Wisconsin","89221","*****","*****","null",
"0500000US55097","Portage County, Wisconsin","70772","*****","*****","null",
"0500000US55101","Racine County, Wisconsin","196311","*****","*****","null",
"0500000US55105","Rock County, Wisconsin","163354","*****","*****","null",
"0500000US55109","St. Croix County, Wisconsin","90687","*****","*****","null",
"0500000US55117","Sheboygan County, Wisconsin","115340","*****","*****","null",
"0500000US55127","Walworth County, Wisconsin","103868","*****","*****","null",
"0500000US55131","Washington County, Wisconsin","136034","*****","*****","null",
"0500000US55133","Waukesha County, Wisconsin","404198","*****","*****","null",
"0500000US55139","Winnebago County, Wisconsin","171907","*****","*****","null",
"0500000US55141","Wood County, Wisconsin","72999","*****","*****","null",
"0500000US56021","Laramie County, Wyoming","99500","*****","*****","null",
"0500000US56025","Natrona County, Wyoming","79858","*****","*****","null",
"0500000US72013","Arecibo Municipio, Puerto Rico","81966","*****","*****","null",
"0500000US72021","Bayamón Municipio, Puerto Rico","169269","*****","*****","null",
"0500000US72025","Caguas Municipio, Puerto Rico","124606","*****","*****","null",
"0500000US72031","Carolina Municipio, Puerto Rico","146984","*****","*****","null",
"0500000US72061","Guaynabo Municipio, Puerto Rico","83728","*****","*****","null",
"0500000US72097","Mayagüez Municipio, Puerto Rico","71530","*****","*****","null",
"0500000US72113","Ponce Municipio, Puerto Rico","131881","*****","*****","null",
"0500000US72127","San Juan Municipio, Puerto Rico","318441","*****","*****","null",
"0500000US72135","Toa Alta Municipio, Puerto Rico","72025","*****","*****","null",
"0500000US72137","Toa Baja Municipio, Puerto Rico","74271","*****","*****","null",
"0500000US72139","Trujillo Alto Municipio, Puerto Rico","63674","*****","*****","null",
